#INFO_SAMPLING: PATH_EMBEDDINGS=/home/sharispe/Dropbox/dev/java/workspace/Conceptual-Annotator/resources/glove.6B//glove.6B.50d.txtCONCEPTUAL_SPACE=198 ; NB_SAMPLING_PER_SIZE=100000; AGGREGATION=SUM; SIZE_SAMPLING_SET=1-6 DATE=2017/04/19 17:44:11
>SAMPLING_SIZE=1
URI	NUMBER_NON_NULL_VALUES	PERCENT_NON_NULL_VALUES	SUM	AVERAGE	SUM_SQUARED_VALUES	AVERAGE_SQUARED	MIN_BEST_95	STANDARD_DEVIATION
http://graph/wordnet/02326697	100000	100.0	23171.54536295346	0.2317154536295346	7196.829550120713	0.07196829550120713	0.0	0.1351896595545167
http://graph/wordnet/02537365	100000	100.0	-8961.510948395875	-0.08961510948395875	2997.2378878545046	0.029972378878545047	0.0	0.14812667224616619
http://graph/wordnet/02209508	100000	100.0	-7223.264828335625	-0.07223264828335625	2904.1268983729083	0.029041268983729083	0.0	0.15434932298426848
http://graph/wordnet/14975368	100000	100.0	-3478.0323562255703	-0.0347803235622557	2006.7723083855249	0.020067723083855248	0.0	0.13732462334468662
http://graph/wordnet/06422547	100000	100.0	-21116.09472790492	-0.21116094727904922	7968.413000623176	0.07968413000623176	0.0	0.18733708749323064
http://graph/wordnet/05309998	100000	100.0	-11513.913386203292	-0.11513913386203292	4149.557627073951	0.04149557627073951	0.0	0.1680433162141249
http://graph/wordnet/02777635	100000	100.0	-6166.197793160855	-0.061661977931608554	2672.9821982690605	0.026729821982690607	0.0	0.1514186991763317
http://graph/wordnet/10895767	100000	100.0	-18542.297340557376	-0.18542297340557376	6370.441249758537	0.06370441249758538	0.0	0.17123881987160874
http://graph/wordnet/04963771	100000	100.0	5387.425660103754	0.05387425660103754	2372.789073007984	0.02372789073007984	0.0	0.144310274082497
http://graph/wordnet/09416900	100000	100.0	-14571.706067394449	-0.1457170606739445	4805.376328804536	0.04805376328804536	0.0	0.16376904932431932
http://graph/wordnet/05396148	100000	100.0	4717.796978743852	0.047177969787438524	2170.553896305395	0.02170553896305395	0.0	0.13956997574618077
http://graph/wordnet/09495727	100000	100.0	-5437.3990669585955	-0.05437399066958595	2556.8527888810618	0.025568527888810616	0.0	0.15037286000962538
http://graph/wordnet/09912283	100000	100.0	-8792.216759891595	-0.08792216759891595	3435.923746444969	0.03435923746444969	0.0	0.16318373052837656
http://graph/wordnet/07034009	100000	100.0	-14709.584643792148	-0.14709584643792148	4872.118747500617	0.04872118747500617	0.0	0.16457217090297374
http://graph/wordnet/04564934	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
http://graph/wordnet/07590167	100000	100.0	-12761.223518016275	-0.12761223518016276	4003.735481614042	0.040037354816140416	0.0	0.1541183708986805
http://graph/wordnet/13149924	100000	100.0	1740.7729539567254	0.017407729539567252	2108.2378258615645	0.021082378258615645	0.0	0.14415043950988468
http://graph/wordnet/04594951	100000	100.0	-14500.262222066905	-0.14500262222066906	4940.331341383259	0.04940331341383259	0.0	0.1684563829688935
http://graph/wordnet/03005231	100000	100.0	-17253.319174015447	-0.17253319174015447	5882.335593875646	0.058823355938756455	0.0	0.17045719018777575
http://graph/wordnet/02803656	100000	100.0	-5085.659539760442	-0.050856595397604426	2466.6576925138534	0.024666576925138534	0.0	0.1485940228599485
http://graph/wordnet/10518940	100000	100.0	-17704.047671605986	-0.17704047671605985	6084.991118768892	0.06084991118768892	0.0	0.1717747967306007
http://graph/wordnet/09784701	100000	100.0	8965.132473488533	0.08965132473488532	2615.530878653645	0.02615530878653645	0.0	0.13460292998228748
http://graph/wordnet/02953692	100000	100.0	-11176.275258861628	-0.11176275258861627	3586.4897261620913	0.03586489726162091	0.0	0.15288552709604875
http://graph/wordnet/07317454	100000	100.0	-21029.77136768728	-0.2102977136768728	7818.474097818715	0.07818474097818714	0.0	0.18428134089068043
http://graph/wordnet/10372030	100000	100.0	-5410.7059152782	-0.054107059152782	2495.5996483611943	0.024955996483611943	0.0	0.14841975149369202
http://graph/wordnet/09230176	100000	100.0	-18203.239046408453	-0.18203239046408454	6297.68098697672	0.0629768098697672	0.0	0.17274553161137993
http://graph/wordnet/05407190	100000	100.0	-16594.289154997507	-0.16594289154997507	5862.731146873825	0.05862731146873825	0.0	0.1763243267753246
http://graph/wordnet/15221372	100000	100.0	28715.492507052968	0.2871549250705297	10145.287990999217	0.10145287990999217	0.0	0.13782209154460923
http://graph/wordnet/07499687	100000	100.0	4230.944963446815	0.042309449634468144	2301.9120285338568	0.023019120285338566	0.0	0.1457018557087279
http://graph/wordnet/07900542	100000	100.0	16103.683576497955	0.16103683576497954	4674.052766127107	0.04674052766127107	0.0	0.14424862282903805
http://graph/wordnet/04125115	100000	100.0	4801.362454598866	0.04801362454598866	1919.514303574655	0.01919514303574655	0.0	0.1299608975565473
http://graph/wordnet/06820056	100000	100.0	4147.92882098893	0.0414792882098893	2701.24756769708	0.0270124756769708	0.0	0.15903441239735425
http://graph/wordnet/09381255	100000	100.0	-16844.37633380155	-0.1684437633380155	5803.556369558915	0.058035563695589154	0.0	0.1722273563871773
http://graph/wordnet/08893849	100000	100.0	-21731.820870426975	-0.21731820870426974	8286.343339037123	0.08286343339037122	0.0	0.18877560635828636
http://graph/wordnet/04327264	100000	100.0	744.48219634358	0.0074448219634358	2011.2498969447302	0.020112498969447303	0.0	0.14162299811605475
http://graph/wordnet/05722413	100000	100.0	3880.773732143022	0.03880773732143022	2161.317109361779	0.021613171093617788	0.0	0.14179961430698132
http://graph/wordnet/04976072	100000	100.0	24150.963089994846	0.24150963089994845	8125.41877522412	0.08125418775224119	0.0	0.15141758793090007
http://graph/wordnet/02474924	100000	100.0	5392.854393279932	0.05392854393279932	2549.0881565754657	0.02549088156575466	0.0	0.15027506018978262
http://graph/wordnet/10447768	100000	100.0	-6878.072893649552	-0.06878072893649552	2595.175283651084	0.02595175283651084	0.0	0.1456741712297522
http://graph/wordnet/02086723	100000	100.0	-16381.404161323237	-0.16381404161323238	5809.744076862372	0.05809744076862372	0.0	0.17681176583859426
http://graph/wordnet/08293641	100000	100.0	-19332.50704786105	-0.1933250704786105	7026.773837566971	0.07026773837566971	0.0	0.18136470301607752
http://graph/wordnet/04094238	100000	100.0	-3847.8384818974555	-0.03847838481897455	2204.5723355145797	0.022045723355145798	0.0	0.1434054993954859
http://graph/wordnet/08098545	100000	100.0	-10293.985932884634	-0.10293985932884635	3749.558343997953	0.03749558343997953	0.0	0.1640090509738315
http://graph/wordnet/10352098	100000	100.0	-17990.551205141364	-0.17990551205141364	6200.684504879718	0.06200684504879718	0.0	0.17216518748665724
http://graph/wordnet/06790941	100000	100.0	27244.028717234956	0.2724402871723496	9612.028212426896	0.09612028212426896	0.0	0.1479749034455392
http://graph/wordnet/07765558	100000	100.0	-5889.954189075621	-0.05889954189075621	2482.8305197170644	0.024828305197170643	0.0	0.14614769639727374
http://graph/wordnet/02441664	100000	100.0	4294.4029381653845	0.04294402938165384	2088.285836531938	0.02088285836531938	0.0	0.1379806823645507
http://graph/wordnet/15080200	100000	100.0	5094.198852321526	0.050941988523215256	2227.333620246782	0.02227333620246782	0.0	0.14027918593921346
http://graph/wordnet/03934354	100000	100.0	11525.70545440145	0.1152570545440145	3107.513147382683	0.03107513147382683	0.0	0.13338269322391452
http://graph/wordnet/08196373	100000	100.0	-17714.443653520553	-0.17714443653520554	6078.440058862468	0.06078440058862468	0.0	0.1714766724462812
http://graph/wordnet/04466597	100000	100.0	-5873.343241510309	-0.058733432415103086	2364.19387086052	0.0236419387086052	0.0	0.1420996925589416
http://graph/wordnet/07074002	100000	100.0	-13093.026310501105	-0.13093026310501105	4378.821396415713	0.04378821396415713	0.0	0.16323443315492508
http://graph/wordnet/03914323	100000	100.0	-4288.3407631918	-0.042883407631917995	2368.390246694198	0.02368390246694198	0.0	0.1478002564842725
http://graph/wordnet/07270666	100000	100.0	5829.629442115366	0.05829629442115366	2390.950121656636	0.02390950121656636	0.0	0.14321677022377138
http://graph/wordnet/01505702	100000	100.0	-15958.214816942012	-0.15958214816942012	5376.487140989413	0.05376487140989413	0.0	0.16822131076509708
http://graph/wordnet/15236602	100000	100.0	-22161.932270037483	-0.22161932270037482	8229.84888628706	0.0822984888628706	0.0	0.182163016742416
http://graph/wordnet/05262259	100000	100.0	-13338.29785380232	-0.1333829785380232	4737.85553365762	0.0473785553365762	0.0	0.1720102798465878
http://graph/wordnet/11271521	100000	100.0	9300.079021699608	0.09300079021699609	2833.6552982521953	0.028336552982521954	0.0	0.14031181704167414
http://graph/wordnet/02123649	100000	100.0	18734.276499520463	0.18734276499520464	5906.051429041311	0.05906051429041311	0.0	0.15480052549770185
http://graph/wordnet/03796045	100000	100.0	-7188.581115105334	-0.07188581115105334	2827.045830169161	0.02827045830169161	0.0	0.15199634356406969
http://graph/wordnet/03181260	100000	100.0	2370.1896149637355	0.023701896149637355	2097.1238018304493	0.020971238018304493	0.0	0.14286167483694254
http://graph/wordnet/09399110	100000	100.0	-15952.844201281081	-0.1595284420128108	5629.052902036735	0.056290529020367346	0.0	0.1756166427458759
http://graph/wordnet/02927500	100000	100.0	29706.436462767284	0.29706436462767283	10426.342157011097	0.10426342157011097	0.0	0.1265550664274963
http://graph/wordnet/10486745	100000	100.0	-23413.291819029535	-0.23413291819029536	9180.064595611568	0.09180064595611567	0.0	0.19230814485042524
http://graph/wordnet/04531608	100000	100.0	-16108.438976274832	-0.16108438976274833	5355.777624572749	0.05355777624572749	0.0	0.16616135417265493
http://graph/wordnet/04233049	100000	100.0	-447.0914351297592	-0.004470914351297592	2080.3592009522467	0.02080359200952247	0.0	0.14416519321384696
http://graph/wordnet/03193215	100000	100.0	11535.394395124813	0.11535394395124814	2871.883550867463	0.02871883550867463	0.0	0.12414629726080005
http://graph/wordnet/07591291	100000	100.0	-16149.14555354057	-0.1614914555354057	5279.408263356225	0.05279408263356225	0.0	0.16344599237246024
http://graph/wordnet/11542373	100000	100.0	2089.2500190702676	0.020892500190702677	2018.7311434560838	0.020187311434560838	0.0	0.14053759237421967
http://graph/wordnet/03226423	100000	100.0	-19649.60762398379	-0.1964960762398379	7161.224673447647	0.07161224673447647	0.0	0.18166325648524603
http://graph/wordnet/02406106	100000	100.0	-12107.29346169269	-0.1210729346169269	4066.4448676906945	0.040664448676906946	0.0	0.1612631178544936
http://graph/wordnet/02584588	100000	100.0	-4880.769294728715	-0.04880769294728715	2588.0533046438973	0.02588053304643897	0.0	0.15329168977998223
http://graph/wordnet/10148670	100000	100.0	3890.5250455750056	0.03890525045575006	1821.2963041955165	0.018212963041955164	0.0	0.12922594371460602
http://graph/wordnet/02392211	100000	100.0	-2996.2742400794696	-0.029962742400794697	2303.0007126996416	0.023030007126996415	0.0	0.14876908682525425
http://graph/wordnet/03585784	100000	100.0	-540.4299266141082	-0.005404299266141083	2474.7149549367405	0.024747149549367405	0.0	0.15721941069349354
http://graph/wordnet/09950623	100000	100.0	12156.438453075056	0.12156438453075055	3499.8780047491987	0.03499878004749199	0.0	0.1422001422683951
http://graph/wordnet/07658542	100000	100.0	-8617.723482113015	-0.08617723482113016	2944.4914065364133	0.029444914065364133	0.0	0.1483859773157421
http://graph/wordnet/09895920	100000	100.0	-19953.368397710117	-0.19953368397710117	7516.704940305653	0.07516704940305653	0.0	0.18802488761220643
http://graph/wordnet/08928282	100000	100.0	-9235.269315720205	-0.09235269315720204	3145.939104896299	0.03145939104896299	0.0	0.1514277752447505
http://graph/wordnet/01642406	100000	100.0	22273.66195542824	0.2227366195542824	7197.315439224088	0.07197315439224088	0.0	0.149537796900221
http://graph/wordnet/04396120	100000	100.0	-13988.749631259341	-0.13988749631259342	4622.4154459290285	0.04622415445929028	0.0	0.1632655592422494
http://graph/wordnet/10842973	100000	100.0	-17029.91367243555	-0.17029913672435548	5915.57584071161	0.0591557584071161	0.0	0.17364896325073576
http://graph/wordnet/12122650	100000	100.0	-11261.962964469538	-0.11261962964469538	3730.5456649238836	0.03730545664923884	0.0	0.15691486758089715
http://graph/wordnet/09473312	100000	100.0	-16193.143159012381	-0.1619314315901238	5612.820394514797	0.05612820394514797	0.0	0.17293471429508023
http://graph/wordnet/07135232	100000	100.0	4788.540737046369	0.04788540737046369	2165.8230473539616	0.021658230473539614	0.0	0.13915896749582599
http://graph/wordnet/13477888	100000	100.0	-2889.131501575776	-0.02889131501575776	2412.90494214216	0.024129049421421602	0.0	0.15262483853580927
http://graph/wordnet/06370600	100000	100.0	-11326.894713536123	-0.11326894713536123	4044.863391074652	0.04044863391074652	0.0	0.16618898737760351
http://graph/wordnet/13124818	100000	100.0	-14814.619250748898	-0.14814619250748898	4973.452048428093	0.04973452048428093	0.0	0.1666950093128614
http://graph/wordnet/02824762	100000	100.0	7354.4586116953915	0.07354458611695391	2224.752950540069	0.02224752950540069	0.0	0.1297641065868626
http://graph/wordnet/08306203	100000	100.0	-3815.1368426197077	-0.038151368426197076	2211.9594536112886	0.022119594536112886	0.0	0.14375001782024743
http://graph/wordnet/09583190	100000	100.0	9021.740568221663	0.09021740568221663	2668.9468591927325	0.026689468591927324	0.0	0.13619944311155485
http://graph/wordnet/04481701	100000	100.0	-12314.113425656595	-0.12314113425656595	4110.685348679442	0.041106853486794416	0.0	0.1610686640560504
http://graph/wordnet/07419737	100000	100.0	-11570.139852818676	-0.11570139852818677	3713.3087412102254	0.03713308741210226	0.0	0.154098260180717
http://graph/wordnet/08190188	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
http://graph/wordnet/09339360	100000	100.0	-17191.587788750912	-0.17191587788750912	6175.871180173711	0.06175871180173711	0.0	0.1794537342378368
http://graph/wordnet/03472916	100000	100.0	-16494.17502509232	-0.16494175025092322	5683.55718454149	0.0568355718454149	0.0	0.17213306152386
http://graph/wordnet/09569105	100000	100.0	-14670.669990360535	-0.14670669990360535	5007.429750723982	0.050074297507239816	0.0	0.1689717186710051
http://graph/wordnet/07623214	100000	100.0	10032.317634369929	0.10032317634369929	2854.184306340353	0.02854184306340353	0.0	0.13593050927482964
http://graph/wordnet/04613932	100000	100.0	8356.394766424133	0.08356394766424133	2501.4924173988497	0.025014924173988498	0.0	0.13428324848899223
http://graph/wordnet/15162842	100000	100.0	-11504.119519454125	-0.11504119519454126	3984.187105765358	0.03984187105765358	0.0	0.163117731917364
http://graph/wordnet/05570899	100000	100.0	12962.706086894277	0.12962706086894277	3675.1512385336778	0.036751512385336776	0.0	0.1412385835238239
http://graph/wordnet/04386330	100000	100.0	-18730.747311746876	-0.18730747311746876	6945.975762703974	0.06945975762703975	0.0	0.18540676401196496
http://graph/wordnet/03086983	100000	100.0	-15528.592619862608	-0.15528592619862608	5455.110431128179	0.05455110431128179	0.0	0.1744631348907747
http://graph/wordnet/01331343	100000	100.0	-9254.628388203599	-0.09254628388203599	3172.787329975695	0.031727873299756945	0.0	0.1521941478486691
http://graph/wordnet/11484542	100000	100.0	2635.927171978935	0.02635927171978935	2099.936614281347	0.020999366142813468	0.0	0.1424940522871596
http://graph/wordnet/10450429	100000	100.0	-4781.139564424655	-0.04781139564424655	2323.0662483678793	0.023230662483678794	0.0	0.14472295232694818
http://graph/wordnet/06580310	100000	100.0	-3559.493913765954	-0.03559493913765954	2226.7506965490775	0.022267506965490774	0.0	0.14491551771041322
http://graph/wordnet/07838173	100000	100.0	13867.593306266743	0.13867593306266743	3810.4926599276364	0.03810492659927636	0.0	0.13738235763181145
http://graph/wordnet/02961779	100000	100.0	17854.291293090744	0.17854291293090743	5183.086853857401	0.051830868538574014	0.0	0.14125613891339528
http://graph/wordnet/08201135	100000	100.0	6743.362716977269	0.06743362716977269	2166.87068619552	0.0216687068619552	0.0	0.13084881653527974
http://graph/wordnet/08206141	100000	100.0	-11225.000712083378	-0.11225000712083379	3816.5121346056167	0.038165121346056166	0.0	0.15989076661092388
http://graph/wordnet/05906432	100000	100.0	-3760.5166742236074	-0.037605166742236074	2196.5592440106034	0.021965592440106034	0.0	0.14335774787012615
http://graph/wordnet/04516244	100000	100.0	15883.980863144996	0.15883980863144995	5025.66554652749	0.0502566554652749	0.0	0.15819788449659894
http://graph/wordnet/07902824	100000	100.0	-13584.101682632237	-0.13584101682632238	4416.29727658051	0.044162972765805095	0.0	0.16034397685412413
http://graph/wordnet/03944520	100000	100.0	-4459.726034294579	-0.04459726034294579	2155.801468823946	0.02155801468823946	0.0	0.13988959596103984
http://graph/wordnet/10686626	100000	100.0	25485.712441898362	0.2548571244189836	8775.529455518155	0.08775529455518155	0.0	0.15100708820472056
http://graph/wordnet/03099154	100000	100.0	-7360.222297984892	-0.07360222297984892	2740.955382582506	0.02740955382582506	0.0	0.1482978981585702
http://graph/wordnet/15207154	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
http://graph/wordnet/03036237	100000	100.0	-12274.798952483128	-0.12274798952483128	4217.540074710874	0.042175400747108745	0.0	0.16464608047178242
http://graph/wordnet/03931348	100000	100.0	10678.128847798602	0.10678128847798601	3027.909897204516	0.030279098972045157	0.0	0.13739306897739162
http://graph/wordnet/10541255	100000	100.0	1916.5621981310328	0.01916562198131033	2072.5297121397425	0.020725297121397424	0.0	0.14268137949805132
http://graph/wordnet/13407086	100000	100.0	-11542.166873796647	-0.11542166873796647	3682.6737136117963	0.03682673713611796	0.0	0.1533120201480011
http://graph/wordnet/10302734	100000	100.0	13022.9296711496	0.130229296711496	3079.063271005984	0.03079063271005984	0.0	0.11760511463405397
http://graph/wordnet/03637568	100000	100.0	-7570.859161624673	-0.07570859161624673	2836.4944723494955	0.028364944723494954	0.0	0.15044319153414465
http://graph/wordnet/02951508	100000	100.0	4936.442919806554	0.04936442919806554	1733.9388867779987	0.017339388867779987	0.0	0.12207596814168283
http://graph/wordnet/11547628	100000	100.0	-1480.986713167006	-0.01480986713167006	1936.405654623092	0.01936405654623092	0.0	0.13836446213451342
http://graph/wordnet/10031556	100000	100.0	14898.045424944412	0.14898045424944412	4221.543489435975	0.04221543489435975	0.0	0.1414929650052929
http://graph/wordnet/12958438	100000	100.0	-3651.149919663695	-0.03651149919663695	2322.7637405432306	0.023227637405432305	0.0	0.14796806355374892
http://graph/wordnet/13793968	100000	100.0	7570.669052446221	0.07570669052446222	2772.5144701639692	0.02772514470163969	0.0	0.14830253440677604
http://graph/wordnet/03187746	100000	100.0	-12140.108910940588	-0.12140108910940588	4260.940702412229	0.04260940702412229	0.0	0.1669466459296873
http://graph/wordnet/08190414	100000	100.0	10688.838030593824	0.10688838030593824	3040.7057068892655	0.030407057068892653	0.0	0.13777492959339796
http://graph/wordnet/09240137	100000	100.0	-17117.862631702876	-0.17117862631702876	6011.555121493395	0.06011555121493395	0.0	0.1755375432981474
http://graph/wordnet/09861435	100000	100.0	17766.129350291667	0.17766129350291668	6239.638734486214	0.06239638734486214	0.0	0.1755928590112156
http://graph/wordnet/07889783	100000	100.0	-8185.159131975369	-0.08185159131975368	2950.882631213359	0.02950882631213359	0.0	0.15102696219734282
http://graph/wordnet/07275291	100000	100.0	6018.763016955506	0.060187630169555056	2153.0864299569535	0.021530864299569536	0.0	0.13382194690760704
http://graph/wordnet/09567238	100000	100.0	15144.364456304938	0.15144364456304937	4183.761290842625	0.041837612908426254	0.0	0.13748612813621242
http://graph/wordnet/04341737	100000	100.0	-18995.049542597444	-0.18995049542597445	6690.298122559188	0.06690298122559188	0.0	0.17556135825693175
http://graph/wordnet/04263630	100000	100.0	640.4750703254945	0.006404750703254945	1916.9413631033387	0.01916941363103339	0.0	0.13830543300775477
http://graph/wordnet/12168056	100000	100.0	-4313.874267987178	-0.043138742679871785	2329.0885299126385	0.023290885299126384	0.0	0.14638966554755903
http://graph/wordnet/10171280	100000	100.0	-7623.131700587419	-0.07623131700587418	3135.5877793528066	0.03135587779352807	0.0	0.15982698176802934
http://graph/wordnet/01864419	100000	100.0	4750.0846427766965	0.04750084642776697	2228.3302178065583	0.02228330217806558	0.0	0.14151668370447096
http://graph/wordnet/04497386	100000	100.0	-15826.196531258078	-0.15826196531258077	5056.562228014042	0.05056562228014042	0.0	0.15974596275192654
http://graph/wordnet/07324399	100000	100.0	-9241.294064268337	-0.09241294064268336	3578.9764841654833	0.03578976484165483	0.0	0.16507456873615242
http://graph/wordnet/03565341	100000	100.0	-6703.075408275821	-0.06703075408275821	2798.780198256704	0.027987801982567038	0.0	0.15327974422494262
http://graph/wordnet/04544161	100000	100.0	4166.2285002982835	0.041662285002982836	1885.4030626401664	0.018854030626401664	0.0	0.13083686267536337
http://graph/wordnet/03254045	100000	100.0	16.557516474927947	1.6557516474927949E-4	2023.8702809294462	0.020238702809294462	0.0	0.14226269853394205
http://graph/wordnet/09054023	100000	100.0	20916.753911421645	0.20916753911421646	6085.510662772112	0.06085510662772112	0.0	0.13078244227962652
http://graph/wordnet/14048353	100000	100.0	6679.513433453166	0.06679513433453166	2553.5465071791377	0.02553546507179138	0.0	0.14516843700000095
http://graph/wordnet/02506148	100000	100.0	-10724.736418935325	-0.10724736418935325	3710.019281905795	0.03710019281905795	0.0	0.15999436144281518
http://graph/wordnet/03549540	100000	100.0	-24465.70853699841	-0.2446570853699841	9684.246387867968	0.09684246387867969	0.0	0.19231581957016433
http://graph/wordnet/03350333	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
http://graph/wordnet/04969961	100000	100.0	7624.844807002384	0.07624844807002384	2364.66854434701	0.0236466854434701	0.0	0.13353973045645623
http://graph/wordnet/10320928	100000	100.0	-3399.909261332574	-0.03399909261332574	2066.2138469118795	0.020662138469118796	0.0	0.13966459884519516
http://graph/wordnet/14869913	100000	100.0	4353.139308431842	0.04353139308431842	2309.498838824443	0.02309498838824443	0.0	0.14560221909154744
http://graph/wordnet/03539152	100000	100.0	-3047.535380701402	-0.030475353807014022	2429.0723257778805	0.024290723257778805	0.0	0.15284624976791586
http://graph/wordnet/14706294	100000	100.0	-2024.6732048878143	-0.020246732048878145	2164.7378118233078	0.021647378118233078	0.0	0.14573073786807644
http://graph/wordnet/07556254	100000	100.0	-8392.435378754728	-0.08392435378754728	3148.7245985400536	0.031487245985400536	0.0	0.15634560699534583
http://graph/wordnet/07558676	100000	100.0	-19373.462451060117	-0.19373462451060117	7165.077056493515	0.07165077056493514	0.0	0.18470967985103412
http://graph/wordnet/04378312	100000	100.0	9666.474688047265	0.09666474688047265	3236.404387634117	0.03236404387634117	0.0	0.15172333567014443
http://graph/wordnet/02514684	100000	100.0	-12546.108139937929	-0.12546108139937928	4055.0059374376015	0.040550059374376016	0.0	0.157510559736401
http://graph/wordnet/11478731	100000	100.0	-8862.336066309621	-0.08862336066309622	3069.430669568573	0.030694306695685732	0.0	0.15112976755247293
http://graph/wordnet/07755101	100000	100.0	-12661.696403319502	-0.12661696403319503	4172.371287403726	0.041723712874037255	0.0	0.16028679700166776
http://graph/wordnet/06287933	100000	100.0	11565.312731199958	0.11565312731199957	3113.201744824372	0.031132017448243718	0.0	0.13325303595490098
http://graph/wordnet/10637858	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
http://graph/wordnet/04408223	100000	100.0	-13491.608394718265	-0.13491608394718266	4581.703899824315	0.04581703899824315	0.0	0.166176680947117
http://graph/wordnet/15262047	100000	100.0	537.6224921064594	0.005376224921064594	2432.050757602387	0.02432050757602387	0.0	0.15585763947148049
http://graph/wordnet/03788963	100000	100.0	15972.618256211039	0.15972618256211038	4153.828470627573	0.04153828470627573	0.0	0.1265931724478501
http://graph/wordnet/10713754	100000	100.0	-6505.211827209642	-0.06505211827209642	2571.9082290154165	0.025719082290154165	0.0	0.14658548426930731
http://graph/wordnet/10672142	100000	100.0	12433.27709673567	0.1243327709673567	3949.6872501515913	0.039496872501515914	0.0	0.15504268626766868
http://graph/wordnet/07728304	100000	100.0	-2331.8686180366212	-0.023318686180366213	2064.901058487314	0.02064901058487314	0.0	0.14179298099586854
http://graph/wordnet/03167484	100000	100.0	-4772.086632684202	-0.047720866326842026	2299.951103281766	0.02299951103281766	0.0	0.14395217938549362
http://graph/wordnet/14383864	100000	100.0	10137.453755601493	0.10137453755601493	2616.1404305020997	0.026161404305020997	0.0	0.1260341518808498
http://graph/wordnet/04169767	100000	100.0	5823.982554014424	0.05823982554014424	2392.9121244638686	0.023929121244638685	0.0	0.1433082131829584
